"Source";"Target";"Type";"Year"
4978;34201;"Directed";1984
4978;25592;"Directed";1984
4978;30712;"Directed";1984
4978;8600;"Directed";1984
4978;16466;"Directed";1984
4978;20092;"Directed";1984
4978;17714;"Directed";1984
4978;25007;"Directed";1984
4978;18932;"Directed";1984
4978;25012;"Directed";1984
4978;14997;"Directed";1984
4978;16807;"Directed";1984
4978;5385;"Directed";1984
4978;27120;"Directed";1984
4978;3937;"Directed";1984
4978;8027;"Directed";1984
4978;11504;"Directed";1984
4978;18762;"Directed";1984
4978;30743;"Directed";1984
4978;28125;"Directed";1984
4978;9512;"Directed";1984
4978;16358;"Directed";1984
4978;14734;"Directed";1984
4978;17959;"Directed";1984
4978;16266;"Directed";1984
4978;9965;"Directed";1984
4978;18264;"Directed";1984
4978;37543;"Directed";1984
4978;9538;"Directed";1984
4978;25281;"Directed";1984
4978;19306;"Directed";1984
4978;7778;"Directed";1984
4978;5124;"Directed";1984
4978;24524;"Directed";1984
4978;18718;"Directed";1984
4978;7220;"Directed";1984
4978;28090;"Directed";1984
4978;30506;"Directed";1984
4978;11574;"Directed";1984
4978;13905;"Directed";1984
4978;23117;"Directed";1984
4978;22553;"Directed";1984
4978;1980;"Directed";1984
4978;8396;"Directed";1984
4978;18462;"Directed";1984
4978;32272;"Directed";1984
4978;23974;"Directed";1984
4978;22853;"Directed";1984
4978;33465;"Directed";1984
4978;11905;"Directed";1984
4978;12188;"Directed";1984
32655;15444;"Directed";1983
32655;5701;"Directed";1983
32655;754;"Directed";1983
32655;12634;"Directed";1983
32655;28705;"Directed";1983
32655;13302;"Directed";1983
32655;5162;"Directed";1983
32655;6049;"Directed";1983
32655;15935;"Directed";1983
32655;12745;"Directed";1983
32655;24615;"Directed";1983
32655;14781;"Directed";1983
32655;18443;"Directed";1983
32655;32331;"Directed";1983
32655;28918;"Directed";1983
32655;33948;"Directed";1983
32655;4362;"Directed";1983
32655;30282;"Directed";1983
32655;17305;"Directed";1983
32655;10641;"Directed";1983
32655;5712;"Directed";1983
32655;18460;"Directed";1983
32655;1564;"Directed";1983
32655;7377;"Directed";1983
32655;814;"Directed";1983
32655;31898;"Directed";1983
32655;18762;"Directed";1983
32655;27510;"Directed";1983
32655;17076;"Directed";1983
32655;32938;"Directed";1983
32655;32309;"Directed";1983
32655;27243;"Directed";1983
32655;3961;"Directed";1983
32655;34288;"Directed";1983
32655;25893;"Directed";1983
32655;16995;"Directed";1983
32655;6923;"Directed";1983
32655;17258;"Directed";1983
32655;33928;"Directed";1983
32655;6622;"Directed";1983
32655;13907;"Directed";1983
1816;18272;"Directed";1986
1816;25687;"Directed";1986
1816;19990;"Directed";1986
1816;4060;"Directed";1986
1816;2837;"Directed";1986
1816;3411;"Directed";1986
1816;3567;"Directed";1986
1816;33651;"Directed";1986
1816;1894;"Directed";1986
1816;4585;"Directed";1986
1816;26979;"Directed";1986
1816;25865;"Directed";1986
1816;8532;"Directed";1986
1816;2941;"Directed";1986
1816;35524;"Directed";1986
1816;23393;"Directed";1986
1816;25960;"Directed";1986
1816;8251;"Directed";1986
1816;12824;"Directed";1986
1816;29048;"Directed";1986
1816;15430;"Directed";1986
1816;36220;"Directed";1986
1816;18790;"Directed";1986
11610;8438;"Directed";1984
11610;32173;"Directed";1984
11610;17239;"Directed";1984
11610;9139;"Directed";1984
11610;25425;"Directed";1984
11610;34563;"Directed";1984
11610;25848;"Directed";1984
11610;1851;"Directed";1984
11610;3579;"Directed";1984
11610;15712;"Directed";1984
11610;31983;"Directed";1984
11610;5659;"Directed";1984
11610;24047;"Directed";1984
11610;3450;"Directed";1984
11610;18916;"Directed";1984
11610;668;"Directed";1984
11610;10303;"Directed";1984
11610;36519;"Directed";1984
11610;3243;"Directed";1984
11610;32076;"Directed";1984
11610;15958;"Directed";1984
11610;13058;"Directed";1984
11610;1224;"Directed";1984
11610;6033;"Directed";1984
11610;1451;"Directed";1984
11610;29063;"Directed";1984
30378;6696;"Directed";1984
30378;35284;"Directed";1984
30378;8725;"Directed";1984
30378;16379;"Directed";1984
30378;24879;"Directed";1984
30378;2481;"Directed";1984
30378;24658;"Directed";1984
30378;17587;"Directed";1984
30378;1823;"Directed";1984
30378;31719;"Directed";1984
30378;10575;"Directed";1984
30378;29670;"Directed";1984
30378;33603;"Directed";1984
30378;22041;"Directed";1984
30378;20886;"Directed";1984
30378;23752;"Directed";1984
30378;6147;"Directed";1984
30378;24666;"Directed";1984
30378;20530;"Directed";1984
30378;4681;"Directed";1984
30378;32941;"Directed";1984
30378;1791;"Directed";1984
30378;2079;"Directed";1984
30378;5291;"Directed";1984
30378;22082;"Directed";1984
30378;4994;"Directed";1984
30378;36828;"Directed";1984
30378;364;"Directed";1984
30378;10255;"Directed";1984
30378;15823;"Directed";1984
30378;17968;"Directed";1984
30378;1249;"Directed";1984
30378;7496;"Directed";1984
30378;2417;"Directed";1984
30378;36555;"Directed";1984
30378;25919;"Directed";1984
30378;15835;"Directed";1984
30378;13762;"Directed";1984
30378;28265;"Directed";1984
30378;2427;"Directed";1984
30378;36857;"Directed";1984
30378;19481;"Directed";1984
30378;33552;"Directed";1984
30378;31210;"Directed";1984
30378;2780;"Directed";1984
30378;12891;"Directed";1984
30378;17067;"Directed";1984
30378;14086;"Directed";1984
30378;3022;"Directed";1984
30378;3603;"Directed";1984
30378;3086;"Directed";1984
30378;30125;"Directed";1984
30378;9687;"Directed";1984
30378;37468;"Directed";1984
30378;32741;"Directed";1984
30378;33338;"Directed";1984
30378;3913;"Directed";1984
30378;3625;"Directed";1984
30378;17503;"Directed";1984
30378;34404;"Directed";1984
30378;9472;"Directed";1984
30378;338;"Directed";1984
30378;33646;"Directed";1984
30378;14362;"Directed";1984
30378;15012;"Directed";1984
30378;16195;"Directed";1984
30378;35704;"Directed";1984
30378;28638;"Directed";1984
30378;20125;"Directed";1984
30378;4810;"Directed";1984
30378;31045;"Directed";1984
30378;5409;"Directed";1984
30378;25046;"Directed";1984
30378;14163;"Directed";1984
30378;30551;"Directed";1984
30378;31604;"Directed";1984
30378;28371;"Directed";1984
30378;36664;"Directed";1984
30378;14738;"Directed";1984
30378;29563;"Directed";1984
30378;4661;"Directed";1984
30378;11836;"Directed";1984
30378;36372;"Directed";1984
30378;16169;"Directed";1984
30378;31332;"Directed";1984
30378;29269;"Directed";1984
30378;4728;"Directed";1984
30378;32360;"Directed";1984
30378;30761;"Directed";1984
30378;28876;"Directed";1984
30378;8061;"Directed";1984
30378;9828;"Directed";1984
30378;18076;"Directed";1984
30378;12410;"Directed";1984
30378;11247;"Directed";1984
30378;16310;"Directed";1984
30378;27497;"Directed";1984
30378;10557;"Directed";1984
30378;30207;"Directed";1984
30378;25527;"Directed";1984
30378;34632;"Directed";1984
30378;4304;"Directed";1984
30378;21380;"Directed";1984
30378;28793;"Directed";1984
30378;20210;"Directed";1984
30378;24991;"Directed";1984
30378;31675;"Directed";1984
30378;4317;"Directed";1984
30378;34652;"Directed";1984
30378;7257;"Directed";1984
30378;21495;"Directed";1984
30378;29639;"Directed";1984
30378;9012;"Directed";1984
30378;1708;"Directed";1984
30378;1726;"Directed";1984
30378;33371;"Directed";1984
30378;18785;"Directed";1984
30378;17254;"Directed";1984
30378;12699;"Directed";1984
30378;23992;"Directed";1984
625;16660;"Directed";1984
625;25479;"Directed";1984
625;2915;"Directed";1984
625;6712;"Directed";1984
625;26968;"Directed";1984
625;4351;"Directed";1984
625;17;"Directed";1984
625;3437;"Directed";1984
625;29992;"Directed";1984
625;22833;"Directed";1984
625;4656;"Directed";1984
625;19705;"Directed";1984
625;32047;"Directed";1984
625;1484;"Directed";1984
625;13566;"Directed";1984
625;20884;"Directed";1984
625;32629;"Directed";1984
625;36200;"Directed";1984
625;4970;"Directed";1984
625;30594;"Directed";1984
625;34293;"Directed";1984
625;17257;"Directed";1984
625;26656;"Directed";1984
625;641;"Directed";1984
625;14592;"Directed";1984
625;4981;"Directed";1984
625;32072;"Directed";1984
625;3245;"Directed";1984
625;22645;"Directed";1984
625;4395;"Directed";1984
625;13745;"Directed";1984
625;30008;"Directed";1984
625;4995;"Directed";1984
625;10307;"Directed";1984
625;1529;"Directed";1984
625;35007;"Directed";1984
625;22658;"Directed";1984
625;26142;"Directed";1984
625;30930;"Directed";1984
625;4133;"Directed";1984
625;17660;"Directed";1984
625;6179;"Directed";1984
625;20048;"Directed";1984
625;13758;"Directed";1984
625;17365;"Directed";1984
625;3854;"Directed";1984
625;5907;"Directed";1984
625;8685;"Directed";1984
625;28255;"Directed";1984
625;13964;"Directed";1984
625;23798;"Directed";1984
625;33492;"Directed";1984
625;31511;"Directed";1984
625;7044;"Directed";1984
625;24973;"Directed";1984
625;3012;"Directed";1984
625;5932;"Directed";1984
625;18317;"Directed";1984
625;4756;"Directed";1984
625;1284;"Directed";1984
625;11435;"Directed";1984
625;14090;"Directed";1984
625;15867;"Directed";1984
625;13548;"Directed";1984
625;10540;"Directed";1984
625;18194;"Directed";1984
625;33926;"Directed";1984
625;33160;"Directed";1984
625;1418;"Directed";1984
625;22446;"Directed";1984
625;22154;"Directed";1984
625;21575;"Directed";1984
625;7413;"Directed";1984
625;37187;"Directed";1984
625;6125;"Directed";1984
625;13695;"Directed";1984
625;10885;"Directed";1984
625;9665;"Directed";1984
625;9766;"Directed";1984
625;34541;"Directed";1984
625;32552;"Directed";1984
625;23859;"Directed";1984
625;33061;"Directed";1984
625;31885;"Directed";1984
625;15597;"Directed";1984
625;35728;"Directed";1984
625;37213;"Directed";1984
625;1339;"Directed";1984
625;20412;"Directed";1984
625;25945;"Directed";1984
625;36350;"Directed";1984
625;10642;"Directed";1984
625;23368;"Directed";1984
625;28955;"Directed";1984
625;12676;"Directed";1984
625;37616;"Directed";1984
625;7181;"Directed";1984
625;16556;"Directed";1984
625;2531;"Directed";1984
625;24778;"Directed";1984
625;21257;"Directed";1984
625;2548;"Directed";1984
625;8957;"Directed";1984
625;7213;"Directed";1984
625;10692;"Directed";1984
625;4250;"Directed";1984
625;24230;"Directed";1984
625;22512;"Directed";1984
625;33721;"Directed";1984
625;2566;"Directed";1984
625;29897;"Directed";1984
625;34922;"Directed";1984
625;29902;"Directed";1984
625;23668;"Directed";1984
625;17826;"Directed";1984
625;540;"Directed";1984
625;37282;"Directed";1984
625;23954;"Directed";1984
625;21959;"Directed";1984
625;11880;"Directed";1984
625;21086;"Directed";1984
625;35235;"Directed";1984
625;14225;"Directed";1984
625;3253;"Directed";1984
625;2702;"Directed";1984
625;12739;"Directed";1984
625;37405;"Directed";1984
625;10148;"Directed";1984
625;23691;"Directed";1984
625;36738;"Directed";1984
625;8701;"Directed";1984
625;17249;"Directed";1984
625;37615;"Directed";1984
625;2880;"Directed";1984
6285;29839;"Directed";1984
6285;26260;"Directed";1984
6285;36723;"Directed";1984
6285;28336;"Directed";1984
6285;19669;"Directed";1984
6285;770;"Directed";1984
6285;13671;"Directed";1984
6285;30731;"Directed";1984
6285;8057;"Directed";1984
6285;12176;"Directed";1984
6285;28679;"Directed";1984
6285;28346;"Directed";1984
6285;16280;"Directed";1984
6285;14759;"Directed";1984
6285;34416;"Directed";1984
6285;7590;"Directed";1984
6285;32073;"Directed";1984
6285;23000;"Directed";1984
13177;6544;"Directed";1988
13177;11462;"Directed";1988
13177;24453;"Directed";1988
13177;5532;"Directed";1988
13177;13456;"Directed";1988
13177;10823;"Directed";1988
13177;16591;"Directed";1988
13177;6854;"Directed";1988
13177;17286;"Directed";1988
13177;36310;"Directed";1988
13177;8814;"Directed";1988
13177;16900;"Directed";1988
13177;13687;"Directed";1988
13177;12944;"Directed";1988
13177;26327;"Directed";1988
13177;2189;"Directed";1988
13177;17134;"Directed";1988
13177;36848;"Directed";1988
13177;37275;"Directed";1988
13177;6718;"Directed";1988
13177;34254;"Directed";1988
13177;15912;"Directed";1988
13177;29786;"Directed";1988
13177;37504;"Directed";1988
13177;5839;"Directed";1988
13177;36524;"Directed";1988
13177;33517;"Directed";1988
13177;2934;"Directed";1988
13177;21032;"Directed";1988
13177;22407;"Directed";1988
13177;20006;"Directed";1988
13177;11271;"Directed";1988
13177;19447;"Directed";1988
13177;37291;"Directed";1988
13177;34634;"Directed";1988
13177;24329;"Directed";1988
13177;32986;"Directed";1988
13177;13182;"Directed";1988
13177;15864;"Directed";1988
13177;14850;"Directed";1988
13177;10860;"Directed";1988
13177;26787;"Directed";1988
13177;30102;"Directed";1988
13177;30825;"Directed";1988
13177;13248;"Directed";1988
13177;18631;"Directed";1988
13177;18848;"Directed";1988
13177;18711;"Directed";1988
13177;17561;"Directed";1988
13177;29867;"Directed";1988
13177;35780;"Directed";1988
13177;18856;"Directed";1988
13177;5524;"Directed";1988
13177;8586;"Directed";1988
22031;11651;"Directed";1984
22031;17701;"Directed";1984
22031;11694;"Directed";1984
22031;27801;"Directed";1984
22031;4910;"Directed";1984
22031;33406;"Directed";1984
22031;22547;"Directed";1984
22031;10015;"Directed";1984
22031;20410;"Directed";1984
22031;29252;"Directed";1984
22031;24899;"Directed";1984
22031;29014;"Directed";1984
22031;17795;"Directed";1984
22031;11271;"Directed";1984
22031;14795;"Directed";1984
22031;26997;"Directed";1984
22031;19397;"Directed";1984
22031;19749;"Directed";1984
23316;25761;"Directed";1988
23316;19984;"Directed";1988
23316;4338;"Directed";1988
23316;22215;"Directed";1988
23316;35286;"Directed";1988
23316;20061;"Directed";1988
23316;9044;"Directed";1988
23316;16143;"Directed";1988
23316;35290;"Directed";1988
23316;23729;"Directed";1988
23316;22981;"Directed";1988
23316;23176;"Directed";1988
23316;31272;"Directed";1988
23316;7581;"Directed";1988
23316;24749;"Directed";1988
23316;16279;"Directed";1988
23316;22330;"Directed";1988
23316;17787;"Directed";1988
23316;6670;"Directed";1988
23316;27881;"Directed";1988
23316;636;"Directed";1988
23316;8767;"Directed";1988
23316;34724;"Directed";1988
23316;35041;"Directed";1988
23316;18846;"Directed";1988
23316;15796;"Directed";1988
23316;30612;"Directed";1988
23316;36226;"Directed";1988
23316;32081;"Directed";1988
23316;6161;"Directed";1988
23316;36529;"Directed";1988
23316;36861;"Directed";1988
23316;6162;"Directed";1988
23316;16188;"Directed";1988
23316;2750;"Directed";1988
23316;2701;"Directed";1988
23316;5004;"Directed";1988
23316;21790;"Directed";1988
23316;34757;"Directed";1988
23316;81;"Directed";1988
23316;7068;"Directed";1988
23316;21049;"Directed";1988
23316;10558;"Directed";1988
23316;12006;"Directed";1988
23316;35402;"Directed";1988
23316;22285;"Directed";1988
23316;19192;"Directed";1988
23316;23799;"Directed";1988
23316;8228;"Directed";1988
23316;13479;"Directed";1988
23316;17073;"Directed";1988
23316;2729;"Directed";1988
23316;24691;"Directed";1988
23316;7670;"Directed";1988
23316;5048;"Directed";1988
23316;18271;"Directed";1988
23316;9160;"Directed";1988
23316;23017;"Directed";1988
23316;3573;"Directed";1988
23316;17714;"Directed";1988
23316;22939;"Directed";1988
23316;20185;"Directed";1988
23316;6833;"Directed";1988
23316;29014;"Directed";1988
23316;17107;"Directed";1988
23316;27093;"Directed";1988
23316;28913;"Directed";1988
23316;34528;"Directed";1988
23316;24785;"Directed";1988
23316;14562;"Directed";1988
23316;24737;"Directed";1988
23316;34849;"Directed";1988
23316;27115;"Directed";1988
23316;23312;"Directed";1988
23316;36723;"Directed";1988
23316;13832;"Directed";1988
23316;11488;"Directed";1988
23316;16207;"Directed";1988
23316;15061;"Directed";1988
23316;18974;"Directed";1988
23316;28955;"Directed";1988
23316;28125;"Directed";1988
23316;24590;"Directed";1988
23316;25189;"Directed";1988
23316;15046;"Directed";1988
23316;8335;"Directed";1988
23316;12107;"Directed";1988
23316;21166;"Directed";1988
23316;36666;"Directed";1988
23316;1372;"Directed";1988
23316;12251;"Directed";1988
23316;3541;"Directed";1988
23316;7641;"Directed";1988
23316;17484;"Directed";1988
23316;33703;"Directed";1988
23316;28680;"Directed";1988
23316;1280;"Directed";1988
23316;7476;"Directed";1988
23316;37075;"Directed";1988
23316;8354;"Directed";1988
23316;5750;"Directed";1988
23316;28087;"Directed";1988
23316;5223;"Directed";1988
23316;1964;"Directed";1988
23316;26311;"Directed";1988
23316;15081;"Directed";1988
23316;33721;"Directed";1988
23316;16900;"Directed";1988
23316;2582;"Directed";1988
23316;15086;"Directed";1988
23316;7243;"Directed";1988
23316;27024;"Directed";1988
23316;15386;"Directed";1988
23316;18131;"Directed";1988
23316;30506;"Directed";1988
23316;6340;"Directed";1988
23316;17829;"Directed";1988
23316;12845;"Directed";1988
23316;16800;"Directed";1988
23316;21670;"Directed";1988
23316;13669;"Directed";1988
23316;1413;"Directed";1988
23316;11271;"Directed";1988
23316;15401;"Directed";1988
23316;356;"Directed";1988
23316;25550;"Directed";1988
23316;36131;"Directed";1988
23316;7836;"Directed";1988
23316;33752;"Directed";1988
23316;34956;"Directed";1988
23316;18158;"Directed";1988
23316;18647;"Directed";1988
23316;32567;"Directed";1988
23316;4911;"Directed";1988
23316;28738;"Directed";1988
23316;24978;"Directed";1988
23316;29932;"Directed";1988
23316;12183;"Directed";1988
23316;15859;"Directed";1988
23316;29936;"Directed";1988
23316;21399;"Directed";1988
23316;35766;"Directed";1988
23316;7463;"Directed";1988
23316;28287;"Directed";1988
23316;21997;"Directed";1988
23316;21409;"Directed";1988
31603;36805;"Directed";1985
31603;34091;"Directed";1985
31603;22890;"Directed";1985
31603;5825;"Directed";1985
31603;30817;"Directed";1985
31603;32323;"Directed";1985
31603;16068;"Directed";1985
31603;28178;"Directed";1985
31603;25022;"Directed";1985
31603;26327;"Directed";1985
31603;7013;"Directed";1985
31603;15295;"Directed";1985
31603;22324;"Directed";1985
31603;16279;"Directed";1985
31603;26997;"Directed";1985
31603;25201;"Directed";1985
31603;24333;"Directed";1985
31603;27798;"Directed";1985
31603;10514;"Directed";1985
31603;3813;"Directed";1985
31603;4387;"Directed";1985
31603;6447;"Directed";1985
31603;18252;"Directed";1985
31603;28530;"Directed";1985
31603;11984;"Directed";1985
31603;36828;"Directed";1985
31603;14329;"Directed";1985
31603;30920;"Directed";1985
31603;12622;"Directed";1985
31603;27918;"Directed";1985
31603;22660;"Directed";1985
31603;22967;"Directed";1985
31603;32385;"Directed";1985
31603;6900;"Directed";1985
31603;14473;"Directed";1985
31603;10950;"Directed";1985
31603;8047;"Directed";1985
31603;20985;"Directed";1985
31603;33292;"Directed";1985
31603;27047;"Directed";1985
31603;2115;"Directed";1985
31603;22399;"Directed";1985
31603;3863;"Directed";1985
31603;13474;"Directed";1985
31603;14359;"Directed";1985
31603;5321;"Directed";1985
31603;6238;"Directed";1985
31603;5934;"Directed";1985
31603;3594;"Directed";1985
31603;4910;"Directed";1985
31603;10015;"Directed";1985
31603;31254;"Directed";1985
31603;2749;"Directed";1985
31603;16771;"Directed";1985
31603;16179;"Directed";1985
31603;416;"Directed";1985
31603;8254;"Directed";1985
31603;9171;"Directed";1985
31603;424;"Directed";1985
31603;23552;"Directed";1985
31603;5657;"Directed";1985
31603;17714;"Directed";1985
31603;17820;"Directed";1985
31603;29014;"Directed";1985
31603;12918;"Directed";1985
31603;20378;"Directed";1985
31603;19816;"Directed";1985
31603;4353;"Directed";1985
31603;36030;"Directed";1985
31603;33645;"Directed";1985
31603;32460;"Directed";1985
31603;17440;"Directed";1985
31603;21292;"Directed";1985
31603;10051;"Directed";1985
31603;33055;"Directed";1985
31603;36723;"Directed";1985
31603;28937;"Directed";1985
31603;5099;"Directed";1985
31603;20410;"Directed";1985
31603;10635;"Directed";1985
31603;4807;"Directed";1985
31603;18079;"Directed";1985
31603;3960;"Directed";1985
31603;36363;"Directed";1985
31603;22805;"Directed";1985
31603;5724;"Directed";1985
31603;11832;"Directed";1985
31603;3107;"Directed";1985
31603;24499;"Directed";1985
31603;22784;"Directed";1985
31603;7676;"Directed";1985
31603;34001;"Directed";1985
31603;9536;"Directed";1985
31603;16576;"Directed";1985
31603;17556;"Directed";1985
31603;29509;"Directed";1985
31603;7182;"Directed";1985
31603;16288;"Directed";1985
31603;15975;"Directed";1985
31603;518;"Directed";1985
31603;17807;"Directed";1985
31603;13296;"Directed";1985
31603;23364;"Directed";1985
31603;790;"Directed";1985
31603;2837;"Directed";1985
31603;7222;"Directed";1985
31603;6631;"Directed";1985
31603;1964;"Directed";1985
31603;21943;"Directed";1985
31603;27189;"Directed";1985
31603;16600;"Directed";1985
31603;31646;"Directed";1985
31603;5177;"Directed";1985
31603;24815;"Directed";1985
31603;6714;"Directed";1985
31603;11271;"Directed";1985
31603;13129;"Directed";1985
31603;6657;"Directed";1985
31603;9875;"Directed";1985
31603;33626;"Directed";1985
31603;13518;"Directed";1985
31603;26040;"Directed";1985
31603;5071;"Directed";1985
31603;31391;"Directed";1985
31603;21688;"Directed";1985
31603;8698;"Directed";1985
31603;12462;"Directed";1985
31603;34654;"Directed";1985
31603;35539;"Directed";1985
31603;25740;"Directed";1985
31603;17869;"Directed";1985
31603;30835;"Directed";1985
31603;36955;"Directed";1985
33171;29509;"Directed";1985
33171;9263;"Directed";1985
33171;12082;"Directed";1985
33171;31341;"Directed";1985
33171;6710;"Directed";1985
33171;17740;"Directed";1985
33171;29372;"Directed";1985
33171;23313;"Directed";1985
33171;31800;"Directed";1985
33171;36090;"Directed";1985
33171;857;"Directed";1985
33171;31554;"Directed";1985
33171;35443;"Directed";1985
33171;13697;"Directed";1985
33171;16281;"Directed";1985
33171;23166;"Directed";1985
33171;11271;"Directed";1985
33171;34185;"Directed";1985
33171;4304;"Directed";1985
33171;27714;"Directed";1985
33171;9596;"Directed";1985
33171;843;"Directed";1985
33171;29991;"Directed";1985
33171;5512;"Directed";1985
33171;35393;"Directed";1985
33171;30517;"Directed";1985
33171;29634;"Directed";1985
33171;14094;"Directed";1985
33171;1060;"Directed";1985
33171;24995;"Directed";1985
33171;2079;"Directed";1985
33171;32290;"Directed";1985
33171;2313;"Directed";1985
33171;28832;"Directed";1985
33171;24936;"Directed";1985
33171;6364;"Directed";1985
33171;32092;"Directed";1985
33171;20378;"Directed";1985
19386;865;"Directed";1985
19386;9034;"Directed";1985
19386;31138;"Directed";1985
19386;7560;"Directed";1985
19386;31155;"Directed";1985
19386;15153;"Directed";1985
19386;29657;"Directed";1985
19386;29983;"Directed";1985
19386;1606;"Directed";1985
19386;15660;"Directed";1985
19386;30557;"Directed";1985
19386;14269;"Directed";1985
19386;37432;"Directed";1985
19386;30264;"Directed";1985
19386;1176;"Directed";1985
19386;2642;"Directed";1985
19386;1758;"Directed";1985
19386;20072;"Directed";1985
19386;883;"Directed";1985
19386;30867;"Directed";1985
19386;30275;"Directed";1985
19386;6126;"Directed";1985
19386;2356;"Directed";1985
19386;16988;"Directed";1985
19386;31447;"Directed";1985
19386;24220;"Directed";1985
19386;28496;"Directed";1985
19386;13111;"Directed";1985
19386;20583;"Directed";1985
19386;24621;"Directed";1985
19386;12530;"Directed";1985
19386;5512;"Directed";1985
19386;15489;"Directed";1985
19386;27582;"Directed";1985
19386;32011;"Directed";1985
19386;2320;"Directed";1985
19386;35047;"Directed";1985
19386;4795;"Directed";1985
19386;35611;"Directed";1985
19386;18252;"Directed";1985
19386;36962;"Directed";1985
19386;28519;"Directed";1985
19386;17339;"Directed";1985
19386;10272;"Directed";1985
19386;25830;"Directed";1985
19386;36828;"Directed";1985
19386;34751;"Directed";1985
19386;34151;"Directed";1985
19386;14036;"Directed";1985
19386;21789;"Directed";1985
19386;27315;"Directed";1985
19386;33159;"Directed";1985
19386;33568;"Directed";1985
19386;32774;"Directed";1985
19386;17037;"Directed";1985
19386;14341;"Directed";1985
19386;24663;"Directed";1985
19386;9987;"Directed";1985
19386;35220;"Directed";1985
19386;2993;"Directed";1985
19386;12729;"Directed";1985
19386;2884;"Directed";1985
19386;686;"Directed";1985
19386;3577;"Directed";1985
19386;33893;"Directed";1985
19386;18195;"Directed";1985
19386;7091;"Directed";1985
19386;20646;"Directed";1985
19386;10275;"Directed";1985
19386;27060;"Directed";1985
19386;21242;"Directed";1985
19386;25271;"Directed";1985
19386;19204;"Directed";1985
19386;12249;"Directed";1985
19386;8218;"Directed";1985
19386;8840;"Directed";1985
19386;32719;"Directed";1985
19386;24691;"Directed";1985
19386;15952;"Directed";1985
19386;16171;"Directed";1985
19386;956;"Directed";1985
19386;27655;"Directed";1985
19386;33608;"Directed";1985
19386;794;"Directed";1985
19386;3022;"Directed";1985
19386;5352;"Directed";1985
19386;23013;"Directed";1985
19386;27114;"Directed";1985
19386;22476;"Directed";1985
19386;36293;"Directed";1985
19386;27370;"Directed";1985
19386;17636;"Directed";1985
19386;21265;"Directed";1985
19386;28301;"Directed";1985
19386;25904;"Directed";1985
19386;21269;"Directed";1985
19386;26507;"Directed";1985
19386;29517;"Directed";1985
19386;34517;"Directed";1985
19386;10604;"Directed";1985
19386;19652;"Directed";1985
19386;22460;"Directed";1985
19386;26122;"Directed";1985
19386;5085;"Directed";1985
19386;27405;"Directed";1985
19386;32757;"Directed";1985
19386;31881;"Directed";1985
19386;25928;"Directed";1985
19386;21007;"Directed";1985
19386;6859;"Directed";1985
19386;1022;"Directed";1985
19386;3074;"Directed";1985
19386;8018;"Directed";1985
19386;13832;"Directed";1985
19386;35918;"Directed";1985
19386;35161;"Directed";1985
19386;7071;"Directed";1985
19386;30531;"Directed";1985
19386;13843;"Directed";1985
19386;33081;"Directed";1985
19386;12087;"Directed";1985
19386;23943;"Directed";1985
19386;3094;"Directed";1985
19386;25828;"Directed";1985
19386;5718;"Directed";1985
19386;9298;"Directed";1985
19386;25115;"Directed";1985
19386;6653;"Directed";1985
19386;13560;"Directed";1985
19386;12384;"Directed";1985
19386;2520;"Directed";1985
19386;18404;"Directed";1985
19386;33391;"Directed";1985
19386;27735;"Directed";1985
19386;780;"Directed";1985
19386;20744;"Directed";1985
19386;22209;"Directed";1985
19386;4534;"Directed";1985
19386;16266;"Directed";1985
19386;34891;"Directed";1985
19386;15955;"Directed";1985
19386;8518;"Directed";1985
19386;4987;"Directed";1985
19386;6032;"Directed";1985
19386;30172;"Directed";1985
19386;1086;"Directed";1985
19386;4792;"Directed";1985
19386;5649;"Directed";1985
19386;4275;"Directed";1985
19386;10673;"Directed";1985
19386;26309;"Directed";1985
19386;31946;"Directed";1985
19386;19328;"Directed";1985
19386;8370;"Directed";1985
19386;1108;"Directed";1985
19386;18754;"Directed";1985
19386;13315;"Directed";1985
19386;6714;"Directed";1985
19386;32547;"Directed";1985
19386;30875;"Directed";1985
19386;15696;"Directed";1985
19386;11271;"Directed";1985
19386;7810;"Directed";1985
19386;32268;"Directed";1985
19386;14799;"Directed";1985
19386;34638;"Directed";1985
19386;14517;"Directed";1985
19386;17851;"Directed";1985
19386;25728;"Directed";1985
19386;29157;"Directed";1985
19386;27812;"Directed";1985
19386;29634;"Directed";1985
19386;17858;"Directed";1985
19386;14528;"Directed";1985
19386;13933;"Directed";1985
19386;12754;"Directed";1985
19386;2506;"Directed";1985
19386;36444;"Directed";1985
19386;7839;"Directed";1985
19386;35770;"Directed";1985
19386;32212;"Directed";1985
19386;3461;"Directed";1985
19386;32878;"Directed";1985
19386;2316;"Directed";1985
19386;35625;"Directed";1985
19386;20535;"Directed";1985
19386;31128;"Directed";1985
15550;9773;"Directed";1985
15550;25537;"Directed";1985
15550;8927;"Directed";1985
15550;1360;"Directed";1985
31177;18941;"Directed";1987
31177;13070;"Directed";1987
31177;16963;"Directed";1987
31177;2837;"Directed";1987
31177;17795;"Directed";1987
31177;16967;"Directed";1987
31177;18281;"Directed";1987
31177;20935;"Directed";1987
31177;22816;"Directed";1987
31177;16972;"Directed";1987
31177;16600;"Directed";1987
31177;2485;"Directed";1987
31177;24535;"Directed";1987
31177;31822;"Directed";1987
31177;15311;"Directed";1987
31177;3078;"Directed";1987
31177;20451;"Directed";1987
